DC Number,DC Key,Location,Theft Date,Theft Year,District,Stolen Value,Theft Hour,UCR,Latitude,Longitude,Location 1
14848,201001000000,2100 BLOCK S BROAD ST,04/16/2010 12:00:00 AM,2010,1,150,0,625,39.9242733,-75.16977545,"(39.9242733, -75.16977545)"
16330,201001000000,S 2100 MCKEAN ST,04/24/2010 12:00:00 AM,2010,1,215,17,615,39.9270745,-75.1809054,"(39.9270745, -75.1809054)"
23568,201001000000,2700 BLOCK SNYDER AVE,06/06/2010 12:00:00 AM,2010,1,120,11,625,39.9271197,-75.19103415,"(39.9271197, -75.19103415)"
28556,201001000000,2100 BLOCK S GARNET ST,07/08/2010 12:00:00 AM,2010,1,200,15,615,39.9254113,-75.17825736,"(39.9254113, -75.17825736)"
29047,201001000000,2100 BLOCK S 15TH ST,07/11/2010 12:00:00 AM,2010,1,75,11,625,39.9241409,-75.17145694,"(39.9241409, -75.17145694)"
29571,201001000000,S 26TH ST / MC KEAN ST,07/14/2010 12:00:00 AM,2010,1,100,21,625,39.9281383,-75.18917658,"(39.9281383, -75.18917658)"
29788,201001000000,1900 BLOCK SHUNK ST,07/16/2010 12:00:00 AM,2010,1,100,10,625,39.9192551,-75.17952458,"(39.9192551, -75.17952458)"
31540,201001000000,1900 BLOCK S 22ND ST,07/27/2010 12:00:00 AM,2010,1,200,16,615,39.9283432,-75.18224863,"(39.9283432, -75.18224863)"
33377,201001000000,2500 BLOCK S 16TH ST,08/08/2010 12:00:00 AM,2010,1,150,18,625,39.9194765,-75.17409487,"(39.9194765, -75.17409487)"
34130,201001000000,2200 BLOCK MIFFLIN ST,08/13/2010 12:00:00 AM,2010,1,200,21,615,39.9284996,-75.18224272,"(39.9284996, -75.18224272)"
35596,201001000000,2400 BLOCK S 24TH ST,08/23/2010 12:00:00 AM,2010,1,150,20,625,39.9221325,-75.1869774,"(39.9221325, -75.1869774)"
36219,201001000000,2400 BLOCK S ROSEWOOD ST,08/27/2010 12:00:00 AM,2010,1,200,20,615,39.9205986,-75.17123462,"(39.9205986, -75.17123462)"
38610,201001000000,S 18TH ST  / MIFFLIN ST,09/12/2010 12:00:00 AM,2010,1,100,17,625,39.9276524,-75.17556858,"(39.9276524, -75.17556858)"
39981,201001000000,16TH JACKSON ST,09/21/2010 12:00:00 AM,2010,1,129,20,625,39.925052,-75.19065091,"(39.925052, -75.19065091)"
40645,201001000000,2400 BLOCK RITNER ST,09/26/2010 12:00:00 AM,2010,1,270,17,615,39.9229015,-75.18784012,"(39.9229015, -75.18784012)"
41791,201001000000,1400 BLOCK SNYDER AV,10/04/2010 12:00:00 AM,2010,1,180,10,625,39.9244968,-75.1705517,"(39.9244968, -75.1705517)"
42467,201001000000,S 23RD ST / W PASSYUNK AV,10/09/2010 12:00:00 AM,2010,1,1900,16,615,39.9225846,-75.18521261,"(39.9225846, -75.18521261)"
45934,201001000000,2000 BLOCK S 22ND ST,11/01/2010 12:00:00 AM,2010,1,50,14,625,39.9267087,-75.18259574,"(39.9267087, -75.18259574)"
46685,201001000000,1900 BLOCK S 16TH ST,11/06/2010 12:00:00 AM,2010,1,700,16,615,39.9269316,-75.17245686,"(39.9269316, -75.17245686)"
47298,201001000000,2000 BLOCK S 26TH ST,11/11/2010 12:00:00 AM,2010,1,1000,8,615,39.9278812,-75.18922194,"(39.9278812, -75.18922194)"
47808,201001000000,1800 BLOCK SNYDER AVE,11/13/2010 12:00:00 AM,2010,1,1500,22,615,39.9253536,-75.17715378,"(39.9253536, -75.17715378)"
4173,201002000000,800 BLOCK BLEIGH AV,01/15/2010 12:00:00 AM,2010,2,200,18,615,40.0642134,-75.0843515,"(40.0642134, -75.0843515)"
6111,201002000000,2300 BLOCK COTTMAN AV,01/26/2010 12:00:00 AM,2010,2,100,16,625,40.0475099,-75.05949275,"(40.0475099, -75.05949275)"
13771,201002000000,1400 BLOCK STEVENS ST,03/01/2010 12:00:00 AM,2010,2,300,18,615,40.0360411,-75.07938418,"(40.0360411, -75.07938418)"
23095,201002000000,6600 BLOCK KINDRED ST,04/07/2010 12:00:00 AM,2010,2,80,14,625,40.0409394,-75.07190211,"(40.0409394, -75.07190211)"
23643,201002000000,900 BLOCK GRANITE ST,04/09/2010 12:00:00 AM,2010,2,100,18,625,40.0310843,-75.09111889,"(40.0310843, -75.09111889)"
25537,201002000000,7300 BLOCK CLARIDGE ST,04/16/2010 12:00:00 AM,2010,2,700,19,615,40.0594856,-75.07921179,"(40.0594856, -75.07921179)"
26726,201002000000,6000 BLOCK ALMA ST,04/20/2010 12:00:00 AM,2010,2,90,13,625,40.0351148,-75.08277913,"(40.0351148, -75.08277913)"
26912,201002000000,1400 BLOCK GREEBY ST,04/22/2010 12:00:00 AM,2010,2,0,5,625,40.0419019,-75.07725971,"(40.0419019, -75.07725971)"
38729,201002000000,6400 BLOCK BUSTLETON AV,06/06/2010 12:00:00 AM,2010,2,100,0,625,40.0356502,-75.07050304,"(40.0356502, -75.07050304)"
39836,201002000000,7700 BLOCK WATSON ST,06/08/2010 12:00:00 AM,2010,2,200,13,615,40.069051,-75.08215957,"(40.069051, -75.08215957)"
41798,201002000000,7000 BLOCK SUMMERDALE AVE,06/18/2010 12:00:00 AM,2010,2,350,21,615,40.0498171,-75.07573286,"(40.0498171, -75.07573286)"
48849,201002000000,400 BLOCK COMLY ST,07/17/2010 12:00:00 AM,2010,2,99,16,625,40.0466966,-75.10405047,"(40.0466966, -75.10405047)"
51546,201002000000,6400 BLOCK MONTOUR ST,07/29/2010 12:00:00 AM,2010,2,1800,18,615,40.0467405,-75.08989787,"(40.0467405, -75.08989787)"
52054,201002000000,6500 BLOCK CASTOR AV,07/31/2010 12:00:00 AM,2010,2,100,19,625,40.0411133,-75.07582576,"(40.0411133, -75.07582576)"
55163,201002000000,2000 BLOCK GRIFFITH ST,08/12/2010 12:00:00 AM,2010,2,250,17,615,40.059851,-75.05768083,"(40.059851, -75.05768083)"
56004,201002000000,4600 BLOCK E ROOSEVELT BLVD,08/18/2010 12:00:00 AM,2010,2,100,19,625,40.0283463,-75.09944288,"(40.0283463, -75.09944288)"
60656,201002000000,5800 BLOCK RISING SUN AVECHELTENHAM AV,09/08/2010 12:00:00 AM,2010,2,150,22,625,40.0429216,-75.10434061,"(40.0429216, -75.10434061)"
66785,201002000000,6100 BLOCK RISING SUN AVE,10/01/2010 12:00:00 AM,2010,2,120,19,625,40.046077,-75.09957213,"(40.046077, -75.09957213)"
67619,201002000000,1200 BLOCK HELLERMAN ST,10/05/2010 12:00:00 AM,2010,2,150,18,625,40.0436322,-75.08151526,"(40.0436322, -75.08151526)"
71294,201002000000,6500 BLOCK CASTOR AV,10/21/2010 12:00:00 AM,2010,2,170,20,625,40.0407053,-75.07623489,"(40.0407053, -75.07623489)"
71297,201002000000,7700 BLOCK ROCKWELL AV,10/21/2010 12:00:00 AM,2010,2,600,20,615,40.0694291,-75.08353882,"(40.0694291, -75.08353882)"
74161,201002000000,1600 BLOCK COTTMAN AV,11/03/2010 12:00:00 AM,2010,2,125,13,625,40.0553312,-75.07322818,"(40.0553312, -75.07322818)"
2371,201003000000,600 BLOCK SOUTH ST,01/24/2010 12:00:00 AM,2010,3,100,18,625,39.9420875,-75.15293658,"(39.9420875, -75.15293658)"
6562,201003000000,500 BLOCK PORTER ST,03/10/2010 12:00:00 AM,2010,3,150,18,625,39.9176473,-75.15715154,"(39.9176473, -75.15715154)"
14772,201003000000,700 BLOCK MOUNTAIN ST,04/10/2010 12:00:00 AM,2010,3,200,15,615,39.9282473,-75.1576033,"(39.9282473, -75.1576033)"
17712,201003000000,800 BLOCK MOORE ST,04/21/2010 12:00:00 AM,2010,3,150,20,625,39.9267873,-75.1592285,"(39.9267873, -75.1592285)"
19457,201003000000,700 BLOCK FULTON ST,04/28/2010 12:00:00 AM,2010,3,500,9,615,39.9394465,-75.15467867,"(39.9394465, -75.15467867)"
21221,201003000000,700 BLOCK SNYDER AV,05/05/2010 12:00:00 AM,2010,3,215,17,615,39.9228953,-75.15823544,"(39.9228953, -75.15823544)"
21246,201003000000,1100 BLOCK LOMBARD ST,05/05/2010 12:00:00 AM,2010,3,500,19,615,39.944045,-75.16031886,"(39.944045, -75.16031886)"
23876,201003000000,2600 BLOCK S 10TH ST,05/15/2010 12:00:00 AM,2010,3,600,1,615,39.9168671,-75.16431441,"(39.9168671, -75.16431441)"
24157,201003000000,500 BLOCK S JUNIPER ST,05/15/2010 12:00:00 AM,2010,3,1500,1,615,39.944021,-75.16424456,"(39.944021, -75.16424456)"
24879,201003000000,700 BLOCK PEMBERTON ST,05/06/2010 12:00:00 AM,2010,3,100,14,625,39.9408372,-75.15508938,"(39.9408372, -75.15508938)"
25136,201003000000,1500 BLOCK S ISEMINGER ST,05/19/2010 12:00:00 AM,2010,3,350,13,615,39.9313082,-75.16533464,"(39.9313082, -75.16533464)"
25786,201003000000,1200 BLOCK CARPENTER ST,05/20/2010 12:00:00 AM,2010,3,1500,19,615,39.9387054,-75.16344785,"(39.9387054, -75.16344785)"
25994,201003000000,1300 BLOCK MORRIS ST,05/23/2010 12:00:00 AM,2010,3,230,9,615,39.9290819,-75.1672029,"(39.9290819, -75.1672029)"
26505,201003000000,800 BLOCK S DELHI ST,05/24/2010 12:00:00 AM,2010,3,700,19,615,39.9398059,-75.15891059,"(39.9398059, -75.15891059)"
27897,201003000000,600 BLOCK CROSS ST,05/31/2010 12:00:00 AM,2010,3,150,20,625,39.9293643,-75.15599113,"(39.9293643, -75.15599113)"
28282,201003000000,1700 BLOCK E PASSYUNK AV,05/29/2010 12:00:00 AM,2010,3,400,15,615,39.9286902,-75.16493479,"(39.9286902, -75.16493479)"
28675,201003000000,800 BLOCK MORRIS ST,06/03/2010 12:00:00 AM,2010,3,600,21,615,39.9280315,-75.15910974,"(39.9280315, -75.15910974)"
32104,201003000000,1300 BLOCK S 12TH ST,06/14/2010 12:00:00 AM,2010,3,100,19,625,39.9336567,-75.16388971,"(39.9336567, -75.16388971)"
32751,201003000000,600 BLOCK S RANDOLPH ST,06/17/2010 12:00:00 AM,2010,3,100,5,625,39.9418977,-75.15158804,"(39.9418977, -75.15158804)"
32885,201003000000,900 BLOCK SOUTH ST,06/16/2010 12:00:00 AM,2010,3,150,17,625,39.9427305,-75.15804981,"(39.9427305, -75.15804981)"
32968,201003000000,1100 BLOCK S 2ND ST,06/18/2010 12:00:00 AM,2010,3,200,22,615,39.933254,-75.14742355,"(39.933254, -75.14742355)"
34894,201003000000,1500 BLOCK E MOYAMENSING AV,06/25/2010 12:00:00 AM,2010,3,40,8,635,39.9288664,-75.15037397,"(39.9288664, -75.15037397)"
34955,201003000000,600 BLOCK DICKINSON ST,06/25/2010 12:00:00 AM,2010,3,200,12,615,39.9299874,-75.15500419,"(39.9299874, -75.15500419)"
37804,201003000000,S 10TH STCHRISTIAN TER ST,07/05/2010 12:00:00 AM,2010,3,200,19,615,39.9125722,-75.14543251,"(39.9125722, -75.14543251)"
37914,201003000000,400 BLOCK HOFFMAN ST,07/03/2010 12:00:00 AM,2010,3,220,10,615,39.9242801,-75.15304623,"(39.9242801, -75.15304623)"
39369,201003000000,800 BLOCK LOMBARD ST,07/01/2010 12:00:00 AM,2010,3,0,10,625,39.9434183,-75.15531194,"(39.9434183, -75.15531194)"
39984,201003000000,900 BLOCK BAINBRIDGE ST,07/15/2010 12:00:00 AM,2010,3,1300,23,615,39.9417406,-75.15726696,"(39.9417406, -75.15726696)"
41934,201003000000,200 BLOCK BECK ST,07/22/2010 12:00:00 AM,2010,3,275,12,615,39.9364769,-75.14676499,"(39.9364769, -75.14676499)"
42962,201003000000,S 9TH ST  / CHRISTIAN ST,07/25/2010 12:00:00 AM,2010,3,100,13,625,39.9389906,-75.15783568,"(39.9389906, -75.15783568)"
43254,201003000000,1800 BLOCK S CHRISTOPHER COLUMBUS BLVD,07/27/2010 12:00:00 AM,2010,3,74,13,625,39.9240341,-75.14353189,"(39.9240341, -75.14353189)"
46177,201003000000,S 11TH ST  / REED ST,08/06/2010 12:00:00 AM,2010,3,90,16,625,39.9330368,-75.16234364,"(39.9330368, -75.16234364)"
46204,201003000000,700 BLOCK S 10TH ST,08/06/2010 12:00:00 AM,2010,3,400,18,615,39.9409843,-75.15904405,"(39.9409843, -75.15904405)"
46277,201003000000,0 BLOCK CITIZENS BANK WAY,08/06/2010 12:00:00 AM,2010,3,150,22,625,39.9071055,-75.16657564,"(39.9071055, -75.16657564)"
46470,201003000000,200 BLOCK QUEEN ST,08/07/2010 12:00:00 AM,2010,3,250,12,615,39.9369634,-75.14678203,"(39.9369634, -75.14678203)"
47272,201003000000,600 BLOCK FITZWATER ST,08/09/2010 12:00:00 AM,2010,3,500,15,615,39.940114,-75.15322607,"(39.940114, -75.15322607)"
48070,201003000000,2200 BLOCK S 9TH ST,08/13/2010 12:00:00 AM,2010,3,50,7,625,39.9218973,-75.16159063,"(39.9218973, -75.16159063)"
50919,201003000000,ISEMINGER  / BIGLER ST,08/23/2010 12:00:00 AM,2010,3,90,13,625,39.9139097,-75.16920586,"(39.9139097, -75.16920586)"
51240,201003000000,1000 BLOCK S 7TH ST,08/24/2010 12:00:00 AM,2010,3,200,19,615,39.9366448,-75.15514242,"(39.9366448, -75.15514242)"
54847,201003000000,0 BLOCK MIFFLIN ST,09/06/2010 12:00:00 AM,2010,3,100,13,625,39.9235733,-75.14440561,"(39.9235733, -75.14440561)"
55618,201003000000,900 BLOCK MC KEAN ST,09/09/2010 12:00:00 AM,2010,3,100,6,625,39.924586,-75.16159526,"(39.924586, -75.16159526)"
55807,201003000000,1500 BLOCK S 13TH ST,09/09/2010 12:00:00 AM,2010,3,300,19,615,39.9313446,-75.16597538,"(39.9313446, -75.16597538)"
56500,201003000000,1200 BLOCK CLYMER ST,09/11/2010 12:00:00 AM,2010,3,200,20,615,39.940884,-75.16250865,"(39.940884, -75.16250865)"
57339,201003000000,2300 BLOCK S FRANKLIN ST,09/14/2010 12:00:00 AM,2010,3,150,2,625,39.9200645,-75.1598414,"(39.9200645, -75.1598414)"
58196,201003000000,100 BLOCK MORRIS ST,09/18/2010 12:00:00 AM,2010,3,600,12,615,39.9264483,-75.14729175,"(39.9264483, -75.14729175)"
59113,201003000000,1100 BLOCK S 9TH ST,09/22/2010 12:00:00 AM,2010,3,150,1,625,39.9351488,-75.15869571,"(39.9351488, -75.15869571)"
59163,201003000000,1800 BLOCK S 4TH ST,09/22/2010 12:00:00 AM,2010,3,60,8,625,39.9251816,-75.15283344,"(39.9251816, -75.15283344)"
59247,201003000000,1400 BLOCK S MILDRED ST,09/22/2010 12:00:00 AM,2010,3,250,14,615,39.931673,-75.15825746,"(39.931673, -75.15825746)"
59622,201003000000,900 BLOCK REED ST,09/23/2010 12:00:00 AM,2010,3,1200,23,615,39.931892,-75.15992576,"(39.931892, -75.15992576)"
60082,201003000000,S 9TH ST  / CHRISTIAN ST,09/25/2010 12:00:00 AM,2010,3,1900,15,615,39.9389906,-75.15783568,"(39.9389906, -75.15783568)"
60104,201003000000,S 9TH ST  / CHRISTIAN ST,09/25/2010 12:00:00 AM,2010,3,50,17,625,39.9389906,-75.15783568,"(39.9389906, -75.15783568)"
61795,201003000000,1300 BLOCK SOUTH ST,10/02/2010 12:00:00 AM,2010,3,150,20,625,39.943563,-75.1647615,"(39.943563, -75.1647615)"
62017,201003000000,1100 BLOCK SOUTH ST,10/03/2010 12:00:00 AM,2010,3,700,12,615,39.9430423,-75.16042843,"(39.9430423, -75.16042843)"
64299,201003000000,300 BLOCK MONROE ST,10/12/2010 12:00:00 AM,2010,3,300,17,615,39.9397344,-75.14835273,"(39.9397344, -75.14835273)"
64512,201003000000,900 BLOCK MC KEAN ST,10/13/2010 12:00:00 AM,2010,3,300,15,615,39.9245054,-75.16106329,"(39.9245054, -75.16106329)"
64885,201003000000,S 7TH ST  / SNYDER AV,10/15/2010 12:00:00 AM,2010,3,200,12,615,39.9229,-75.15819959,"(39.9229, -75.15819959)"
65200,201003000000,1000 BLOCK S FAIRHILL ST,10/16/2010 12:00:00 AM,2010,3,100,16,625,39.9361018,-75.15323667,"(39.9361018, -75.15323667)"
66361,201003000000,1300 BLOCK FEDERAL ST,10/20/2010 12:00:00 AM,2010,3,442,23,615,39.9353347,-75.16511017,"(39.9353347, -75.16511017)"
66416,201003000000,500 BLOCK CLYMER ST,10/21/2010 12:00:00 AM,2010,3,700,8,615,39.9396383,-75.15235231,"(39.9396383, -75.15235231)"
66814,201003000000,900 BLOCK SNYDER AV,10/22/2010 12:00:00 AM,2010,3,400,19,615,39.9233663,-75.16182005,"(39.9233663, -75.16182005)"
67451,201003000000,1500 BLOCK S 5TH ST,10/23/2010 12:00:00 AM,2010,3,275,23,615,39.9297826,-75.1534781,"(39.9297826, -75.1534781)"
67698,201003000000,300 BLOCK SOUTH ST,10/25/2010 12:00:00 AM,2010,3,50,21,625,39.9414493,-75.14768054,"(39.9414493, -75.14768054)"
68584,201003000000,1200 BLOCK PETERS ST,10/27/2010 12:00:00 AM,2010,3,1200,22,615,39.9365011,-75.16324634,"(39.9365011, -75.16324634)"
69146,201003000000,S 9TH ST  / BAINBRIDGE ST,10/30/2010 12:00:00 AM,2010,3,200,15,615,39.9417461,-75.15726675,"(39.9417461, -75.15726675)"
69435,201003000000,1900 BLOCK S GALLOWAY,10/31/2010 12:00:00 AM,2010,3,150,11,625,0,0,"(0, 0)"
69489,201003000000,700 BLOCK S 13TH ST,10/30/2010 12:00:00 AM,2010,3,300,16,615,39.9410655,-75.16385752,"(39.9410655, -75.16385752)"
69912,201003000000,1200 BLOCK ELLSWORTH ST,10/26/2010 12:00:00 AM,2010,3,550,13,615,39.9362113,-75.1637925,"(39.9362113, -75.1637925)"
70241,201003000000,900 BLOCK SOUTH ST,11/03/2010 12:00:00 AM,2010,3,400,15,615,39.9426772,-75.15751666,"(39.9426772, -75.15751666)"
71498,201003000000,300 BLOCK KAUFFMAN ST,11/05/2010 12:00:00 AM,2010,3,200,17,615,39.9377149,-75.14903655,"(39.9377149, -75.14903655)"
71808,201003000000,500 BLOCK SOUTH ST,11/09/2010 12:00:00 AM,2010,3,1200,22,615,39.9419451,-75.15162191,"(39.9419451, -75.15162191)"
72822,201003000000,900 BLOCK S SHERIDAN ST,11/13/2010 12:00:00 AM,2010,3,800,11,615,39.9376049,-75.1546063,"(39.9376049, -75.1546063)"
73547,201003000000,1400 BLOCK S 10TH ST,11/15/2010 12:00:00 AM,2010,3,150,23,625,39.9317687,-75.16103633,"(39.9317687, -75.16103633)"
74243,201003000000,1500 BLOCK S 6TH ST,11/18/2010 12:00:00 AM,2010,3,100,20,625,39.9298447,-75.15500964,"(39.9298447, -75.15500964)"
74796,201003000000,200 BLOCK OREGON AV,11/20/2010 12:00:00 AM,2010,3,200,18,615,39.914278,-75.15207306,"(39.914278, -75.15207306)"
81553,201003000000,1500 BLOCK S FRANKLIN ST,12/17/2010 12:00:00 AM,2010,3,400,19,615,39.9302218,-75.15759934,"(39.9302218, -75.15759934)"
1782,201004000000,0 BLOCK MIFFLIN ST,01/14/2010 12:00:00 AM,2010,4,500,21,615,39.9235733,-75.14440561,"(39.9235733, -75.14440561)"
3289,201004000000,500 BLOCK MORRIS ST,01/25/2010 12:00:00 AM,2010,4,460,13,615,39.9273392,-75.15399949,"(39.9273392, -75.15399949)"
7058,201005000000,200 BLOCK OSBORN ST,04/07/2010 12:00:00 AM,2010,5,400,22,615,40.0196014,-75.20726465,"(40.0196014, -75.20726465)"
7842,201005000000,4300 BLOCK FLEMING ST,04/17/2010 12:00:00 AM,2010,5,200,13,615,40.0283151,-75.21969148,"(40.0283151, -75.21969148)"
12220,201005000000,300 BLOCK HERMITAGE ST,06/08/2010 12:00:00 AM,2010,5,150,12,625,40.0336348,-75.22556659,"(40.0336348, -75.22556659)"
13525,201005000000,3900 BLOCK MANAYUNK AV,06/23/2010 12:00:00 AM,2010,5,0,18,635,40.0214963,-75.21198014,"(40.0214963, -75.21198014)"
16419,201005000000,100 BLOCK KINGSLEY ST,08/03/2010 12:00:00 AM,2010,5,300,22,615,40.0226344,-75.21675984,"(40.0226344, -75.21675984)"
16829,201005000000,400 BLOCK EVERGREEN AV,08/08/2010 12:00:00 AM,2010,5,700,16,615,40.0549083,-75.23714012,"(40.0549083, -75.23714012)"
19696,201005000000,600 BLOCK HERMITAGE ST,09/17/2010 12:00:00 AM,2010,5,550,18,615,40.038736,-75.21440805,"(40.038736, -75.21440805)"
20139,201005000000,400 BLOCK GERHARD ST,09/23/2010 12:00:00 AM,2010,5,200,19,615,40.0306602,-75.21270918,"(40.0306602, -75.21270918)"
20299,201005000000,6700 BLOCK RIDGE AV,09/25/2010 12:00:00 AM,2010,5,300,17,615,40.0418605,-75.22572507,"(40.0418605, -75.22572507)"
20916,201005000000,4800 BLOCK UMBRIA ST,10/04/2010 12:00:00 AM,2010,5,900,18,615,40.0325681,-75.2326442,"(40.0325681, -75.2326442)"
24253,201005000000,300 BLOCK FOUNTAIN ST,11/14/2010 12:00:00 AM,2010,5,500,18,615,40.0370401,-75.22518982,"(40.0370401, -75.22518982)"
27025,201005000000,200 BLOCK LEMONTE,12/30/2010 12:00:00 AM,2010,5,100,15,625,40.0356646,-75.23045716,"(40.0356646, -75.23045716)"
27084,201005000000,6100 BLOCK RIDGE AV,12/31/2010 12:00:00 AM,2010,5,50,11,625,40.0334499,-75.21517717,"(40.0334499, -75.21517717)"
480,201006000000,400 BLOCK S 11TH ST,01/03/2010 12:00:00 AM,2010,6,400,14,615,39.9449118,-75.15978631,"(39.9449118, -75.15978631)"
4050,201006000000,1200 BLOCK VINE ST,01/22/2010 12:00:00 AM,2010,6,1000,10,615,39.9576415,-75.15883706,"(39.9576415, -75.15883706)"
6076,201006000000,100 BLOCK S 11TH ST,02/02/2010 12:00:00 AM,2010,6,240,17,615,39.9502032,-75.15865684,"(39.9502032, -75.15865684)"
6434,201006000000,300 BLOCK WALNUT ST,02/04/2010 12:00:00 AM,2010,6,400,16,615,39.947116,-75.14639308,"(39.947116, -75.14639308)"
10384,201006000000,400 BLOCK S 13TH ST,02/28/2010 12:00:00 AM,2010,6,600,12,615,39.9453045,-75.1629469,"(39.9453045, -75.1629469)"
10936,201006000000,1200 BLOCK RACE ST,03/04/2010 12:00:00 AM,2010,6,100,12,625,39.9558851,-75.15986757,"(39.9558851, -75.15986757)"
11101,201006000000,1200 BLOCK RACE ST,03/05/2010 12:00:00 AM,2010,6,500,11,615,39.9558682,-75.15972547,"(39.9558682, -75.15972547)"
12065,201006000000,400 BLOCK GREEN ST,03/09/2010 12:00:00 AM,2010,6,400,10,615,39.9617651,-75.14483237,"(39.9617651, -75.14483237)"
14417,201006000000,N 12TH ST  / ARCH ST,03/21/2010 12:00:00 AM,2010,6,200,22,615,39.9539641,-75.15944121,"(39.9539641, -75.15944121)"
16429,201006000000,N 12TH ST / ARCH ST,03/31/2010 12:00:00 AM,2010,6,1200,21,615,39.9539641,-75.15944121,"(39.9539641, -75.15944121)"
17946,201006000000,1000 BLOCK CLINTON ST,04/07/2010 12:00:00 AM,2010,6,300,18,615,39.945236,-75.15845377,"(39.945236, -75.15845377)"
19929,201006000000,1000 BLOCK MARKET ST,04/16/2010 12:00:00 AM,2010,6,100,6,625,39.9515332,-75.15675056,"(39.9515332, -75.15675056)"
20864,201006000000,S 2ND ST / MARKET ST,04/17/2010 12:00:00 AM,2010,6,450,17,615,39.9510076,-75.14349632,"(39.9510076, -75.14349632)"
21510,201006000000,1200 BLOCK LOMBARD ST,04/24/2010 12:00:00 AM,2010,6,0,10,635,39.9442399,-75.16177431,"(39.9442399, -75.16177431)"
23585,201006000000,200 BLOCK MARKET ST,05/04/2010 12:00:00 AM,2010,6,420,18,615,39.9499369,-75.14375149,"(39.9499369, -75.14375149)"
23773,201006000000,400 BLOCK N 9TH ST,05/04/2010 12:00:00 AM,2010,6,150,15,625,39.9599109,-75.15329022,"(39.9599109, -75.15329022)"
24120,201006000000,1200 BLOCK MARKET ST,05/07/2010 12:00:00 AM,2010,6,800,1,615,39.9519342,-75.15991113,"(39.9519342, -75.15991113)"
24124,201006000000,N 5TH ST  / SPRING GARDEN ST,05/07/2010 12:00:00 AM,2010,6,1000,2,615,39.9612634,-75.14656468,"(39.9612634, -75.14656468)"
26427,201006000000,1200 BLOCK PANAMA ST,05/15/2010 12:00:00 AM,2010,6,500,15,615,39.9455298,-75.16222471,"(39.9455298, -75.16222471)"
28500,201006000000,1300 BLOCK WAVERLY ST,05/27/2010 12:00:00 AM,2010,6,1500,19,615,39.9449713,-75.16303095,"(39.9449713, -75.16303095)"
28861,201006000000,1000 BLOCK SPRUCE ST,05/29/2010 12:00:00 AM,2010,6,400,12,615,39.9461846,-75.15838192,"(39.9461846, -75.15838192)"
29441,201006000000,1200 BLOCK ARCH ST,06/01/2010 12:00:00 AM,2010,6,400,16,615,39.9539567,-75.15947718,"(39.9539567, -75.15947718)"
30151,201006000000,700 BLOCK MARKET ST,06/04/2010 12:00:00 AM,2010,6,800,20,615,39.9509403,-75.15202728,"(39.9509403, -75.15202728)"
30554,201006000000,100 BLOCK CHURCH ST,06/05/2010 12:00:00 AM,2010,6,1000,16,615,39.9503343,-75.14202345,"(39.9503343, -75.14202345)"
30708,201006000000,600 BLOCK PINE ST,05/31/2010 12:00:00 AM,2010,6,560,13,615,39.9439934,-75.15232855,"(39.9439934, -75.15232855)"
33958,201006000000,400 BLOCK S 2ND ST,06/23/2010 12:00:00 AM,2010,6,250,21,615,39.9426355,-75.14549437,"(39.9426355, -75.14549437)"
35143,201006000000,800 BLOCK SPRUCE ST,06/28/2010 12:00:00 AM,2010,6,495,19,615,39.9457484,-75.15475911,"(39.9457484, -75.15475911)"
35742,201006000000,1100 BLOCK FILBERT ST,07/01/2010 12:00:00 AM,2010,6,700,2,615,39.9527583,-75.15809549,"(39.9527583, -75.15809549)"
36007,201006000000,1200 BLOCK CLOVER ST,07/03/2010 12:00:00 AM,2010,6,750,10,615,39.9508845,-75.16012956,"(39.9508845, -75.16012956)"
36701,201006000000,1300 BLOCK CHESTNUT ST,07/06/2010 12:00:00 AM,2010,6,800,22,615,39.9505958,-75.16181767,"(39.9505958, -75.16181767)"
37215,201006000000,800 BLOCK CHESTNUT ST,07/09/2010 12:00:00 AM,2010,6,500,14,615,39.9496185,-75.15393332,"(39.9496185, -75.15393332)"
37594,201006000000,1200 BLOCK ARCH ST,07/11/2010 12:00:00 AM,2010,6,700,10,615,39.9539567,-75.15947718,"(39.9539567, -75.15947718)"
38024,201006000000,500 BLOCK LOMBARD ST,07/13/2010 12:00:00 AM,2010,6,300,20,615,39.9428768,-75.15080134,"(39.9428768, -75.15080134)"
38329,201006000000,800 BLOCK N 3RD ST,07/14/2010 12:00:00 AM,2010,6,100,11,625,39.9639615,-75.14274947,"(39.9639615, -75.14274947)"
38774,201006000000,200 BLOCK S 12TH ST,07/17/2010 12:00:00 AM,2010,6,900,14,615,39.9485015,-75.16064857,"(39.9485015, -75.16064857)"
39326,201006000000,200 BLOCK S 10TH ST,07/20/2010 12:00:00 AM,2010,6,800,12,615,39.9466354,-75.15779382,"(39.9466354, -75.15779382)"
39342,201006000000,0 BLOCK N 3RD ST,07/17/2010 12:00:00 AM,2010,6,1800,12,615,39.9516232,-75.14532827,"(39.9516232, -75.14532827)"
39345,201006000000,800 BLOCK WALNUT ST,07/20/2010 12:00:00 AM,2010,6,1500,13,615,39.9481466,-75.15466752,"(39.9481466, -75.15466752)"
40263,201006000000,300 BLOCK N 3RD ST,07/24/2010 12:00:00 AM,2010,6,300,21,615,39.9558739,-75.1444516,"(39.9558739, -75.1444516)"
