DC Number,DC Key,Location,Theft Date,Theft Year,District,Stolen Value,Theft Hour,UCR,Latitude,Longitude,Location 1
26930,201002000000,1400 BLOCK GREEBY ST,04/22/2010 12:00:00 AM,2010,2,100,9,625,40.0419019,-75.07725971,"(40.0419019, -75.07725971)"
28272,201002000000,6900 BLOCK CASTOR AVE,04/27/2010 12:00:00 AM,2010,2,400,18,615,40.0460527,-75.07105707,"(40.0460527, -75.07105707)"
28493,201002000000,1700 BLOCK BORBECK AV,04/28/2010 12:00:00 AM,2010,2,150,15,625,40.0621063,-75.06345319,"(40.0621063, -75.06345319)"
30582,201002000000,2300 BLOCK COTTMAN AV,05/06/2010 12:00:00 AM,2010,2,90,20,625,40.0475099,-75.05949275,"(40.0475099, -75.05949275)"
33012,201002000000,2300 BLOCK COTTMAN AV,05/15/2010 12:00:00 AM,2010,2,130,15,625,40.0475099,-75.05949275,"(40.0475099, -75.05949275)"
35865,201002000000,800 BLOCK COTTMAN AV,05/27/2010 12:00:00 AM,2010,2,199,22,625,40.0630777,-75.08654072,"(40.0630777, -75.08654072)"
36282,201002000000,800 BLOCK BRIGHTON ST,05/28/2010 12:00:00 AM,2010,2,200,11,615,40.0545815,-75.08244266,"(40.0545815, -75.08244266)"
36296,201002000000,1000 BLOCK FRIENDSHIP ST,05/28/2010 12:00:00 AM,2010,2,200,13,615,40.0529569,-75.07682419,"(40.0529569, -75.07682419)"
41484,201002000000,6300 BLOCK CASTOR AV,06/16/2010 12:00:00 AM,2010,2,60,19,625,40.0382479,-75.07861846,"(40.0382479, -75.07861846)"
42265,201002000000,7100 BLOCK RUTLAND ST,06/19/2010 12:00:00 AM,2010,2,100,17,625,40.0477408,-75.06831026,"(40.0477408, -75.06831026)"
43646,201002000000,5400 BLOCK HOWLAND ST,06/25/2010 12:00:00 AM,2010,2,550,17,615,40.0337145,-75.10416363,"(40.0337145, -75.10416363)"
45342,201002000000,6000 BLOCK TABOR AV,07/02/2010 12:00:00 AM,2010,2,140,16,625,40.0427673,-75.09634256,"(40.0427673, -75.09634256)"
47724,201002000000,7500 BLOCK OXFORD AV,07/12/2010 12:00:00 AM,2010,2,200,22,615,40.0656656,-75.08361528,"(40.0656656, -75.08361528)"
48321,201002000000,1400 BLOCK PRINCETON AV,07/13/2010 12:00:00 AM,2010,2,200,12,615,40.048789,-75.07027005,"(40.048789, -75.07027005)"
48435,201002000000,500 BLOCK MAGEE AV,07/16/2010 12:00:00 AM,2010,2,160,23,625,40.051585,-75.09203084,"(40.051585, -75.09203084)"
49292,201002000000,7300 BLOCK BINGHAM ST,07/19/2010 12:00:00 AM,2010,2,130,17,625,40.060815,-75.08205457,"(40.060815, -75.08205457)"
51693,201002000000,7200 BLOCK HANFORD ST,07/30/2010 12:00:00 AM,2010,2,89,10,625,40.0452164,-75.05901195,"(40.0452164, -75.05901195)"
52666,201002000000,4600 BLOCK E ROOSEVELT BLVD,08/03/2010 12:00:00 AM,2010,2,200,19,615,40.0286624,-75.09993068,"(40.0286624, -75.09993068)"
53695,201002000000,6700 BLOCK CASTOR AV,08/07/2010 12:00:00 AM,2010,2,100,18,625,40.0434404,-75.0736258,"(40.0434404, -75.0736258)"
54559,201002000000,2000 BLOCK COTTMAN AVE,08/12/2010 12:00:00 AM,2010,2,125,21,625,40.0503711,-75.06463261,"(40.0503711, -75.06463261)"
54576,201002000000,KNORR / CASTOR,08/12/2010 12:00:00 AM,2010,2,0,23,625,40.0444038,-75.07265872,"(40.0444038, -75.07265872)"
55174,201002000000,7800 BLOCK BRADFORD ST,08/14/2010 12:00:00 AM,2010,2,350,18,615,40.055556,-75.05056038,"(40.055556, -75.05056038)"
58779,201002000000,7100 BLOCK BUSTLETON AVE,08/30/2010 12:00:00 AM,2010,2,199,14,625,40.0445121,-75.06154125,"(40.0445121, -75.06154125)"
59509,201002000000,7100 BLOCK CASTOR AV,09/02/2010 12:00:00 AM,2010,2,300,19,615,40.0485989,-75.06859797,"(40.0485989, -75.06859797)"
60475,201002000000,900 BLOCK RIPLEY ST,09/07/2010 12:00:00 AM,2010,2,500,9,615,40.072064,-75.07614262,"(40.072064, -75.07614262)"
63808,201002000000,7000 BLOCK RISING SUN AV,09/19/2010 12:00:00 AM,2010,2,200,16,615,40.0570979,-75.08827658,"(40.0570979, -75.08827658)"
68389,201002000000,7100 BLOCK OAKLAND ST,10/08/2010 12:00:00 AM,2010,2,180,20,625,40.0455555,-75.06446585,"(40.0455555, -75.06446585)"
71505,201002000000,900 BLOCK GLENVIEW ST,10/22/2010 12:00:00 AM,2010,2,500,16,615,40.0508433,-75.08266111,"(40.0508433, -75.08266111)"
72344,201002000000,5700 BLOCK LORETTO AV,10/26/2010 12:00:00 AM,2010,2,200,19,615,40.032167,-75.08782531,"(40.032167, -75.08782531)"
75999,201002000000,6500 BLOCK CASTOR AV,11/11/2010 12:00:00 AM,2010,2,75,15,625,40.041511,-75.07545276,"(40.041511, -75.07545276)"
76017,201002000000,900 BLOCK ANCHOR ST,11/11/2010 12:00:00 AM,2010,2,189,16,625,40.0332179,-75.08814136,"(40.0332179, -75.08814136)"
859,201003000000,S 4TH ST  / WASHINGTON AV,01/09/2010 12:00:00 AM,2010,3,300,19,615,39.9343002,-75.15080827,"(39.9343002, -75.15080827)"
5207,201003000000,1300 BLOCK S BROAD ST,02/26/2010 12:00:00 AM,2010,3,600,14,615,39.9339589,-75.16755268,"(39.9339589, -75.16755268)"
7277,201003000000,1600 BLOCK S 4TH ST,03/13/2010 12:00:00 AM,2010,3,1650,15,615,39.9282345,-75.15218171,"(39.9282345, -75.15218171)"
10774,201003000000,700 BLOCK SHUNK ST,03/26/2010 12:00:00 AM,2010,3,200,16,615,39.9166751,-75.15957821,"(39.9166751, -75.15957821)"
15976,201003000000,800 BLOCK WILDER ST,04/15/2010 12:00:00 AM,2010,3,600,8,615,39.9308892,-75.15857273,"(39.9308892, -75.15857273)"
16555,201003000000,1600 BLOCK S 5TH ST,04/15/2010 12:00:00 AM,2010,3,150,10,625,39.9283633,-75.15374635,"(39.9283633, -75.15374635)"
18050,201003000000,600 BLOCK S 9TH ST,04/15/2010 12:00:00 AM,2010,3,200,11,615,39.9423712,-75.15710019,"(39.9423712, -75.15710019)"
20653,201003000000,1300 BLOCK SOUTH ST,05/03/2010 12:00:00 AM,2010,3,100,16,625,39.9434464,-75.16373123,"(39.9434464, -75.16373123)"
21774,201003000000,500 BLOCK CATHARINE ST,05/06/2010 12:00:00 AM,2010,3,1000,13,615,39.9386547,-75.15221152,"(39.9386547, -75.15221152)"
21793,201003000000,1000 BLOCK TASKER ST,05/07/2010 12:00:00 AM,2010,3,80,15,625,39.9296509,-75.16186612,"(39.9296509, -75.16186612)"
22217,201003000000,1200 BLOCK S 11TH ST,05/08/2010 12:00:00 AM,2010,3,100,17,625,39.9348069,-75.1619195,"(39.9348069, -75.1619195)"
22287,201003000000,1000 BLOCK S 11TH ST,05/07/2010 12:00:00 AM,2010,3,325,20,615,39.9382698,-75.16118112,"(39.9382698, -75.16118112)"
23180,201003000000,600 BLOCK WILDER ST,05/02/2010 12:00:00 AM,2010,3,250,15,615,39.9304464,-75.15502234,"(39.9304464, -75.15502234)"
23253,201003000000,400 BLOCK SOUTH ST,05/13/2010 12:00:00 AM,2010,3,1000,21,615,39.9417977,-75.15045015,"(39.9417977, -75.15045015)"
23553,201003000000,300 BLOCK FITZWATER ST,05/14/2010 12:00:00 AM,2010,3,150,23,625,39.9389488,-75.14834713,"(39.9389488, -75.14834713)"
24665,201003000000,700 BLOCK CHRISTIAN ST,05/17/2010 12:00:00 AM,2010,3,500,16,615,39.9382253,-75.15508208,"(39.9382253, -75.15508208)"
25181,201003000000,S 13TH ST  / BIGLER ST,05/20/2010 12:00:00 AM,2010,3,49,16,635,39.9139892,-75.16980913,"(39.9139892, -75.16980913)"
25497,201003000000,1100 BLOCK RITNER ST,05/21/2010 12:00:00 AM,2010,3,400,20,615,39.9201085,-75.16629549,"(39.9201085, -75.16629549)"
26984,201003000000,700 BLOCK SNYDER AV,05/27/2010 12:00:00 AM,2010,3,350,13,615,39.922965,-75.15876781,"(39.922965, -75.15876781)"
27857,201003000000,700 BLOCK WASHINGTON AV,05/30/2010 12:00:00 AM,2010,3,600,18,615,39.9356542,-75.15578673,"(39.9356542, -75.15578673)"
28052,201003000000,1300 BLOCK CARPENTER ST,05/31/2010 12:00:00 AM,2010,3,180,12,625,39.9388031,-75.16437173,"(39.9388031, -75.16437173)"
28905,201003000000,500 BLOCK S 3RD ST,05/30/2010 12:00:00 AM,2010,3,180,18,625,39.9424397,-75.14739286,"(39.9424397, -75.14739286)"
29829,201003000000,1600 BLOCK S 13TH ST,06/06/2010 12:00:00 AM,2010,3,600,19,615,39.9297842,-75.16632008,"(39.9297842, -75.16632008)"
29926,201003000000,1100 BLOCK CROSS ST,06/07/2010 12:00:00 AM,2010,3,780,9,615,39.9303821,-75.16347921,"(39.9303821, -75.16347921)"
30219,201003000000,1100 BLOCK S BODINE ST,06/08/2010 12:00:00 AM,2010,3,500,13,615,39.9335898,-75.14890902,"(39.9335898, -75.14890902)"
30637,201003000000,500 BLOCK WASHINGTON AV,05/24/2010 12:00:00 AM,2010,3,100,19,625,39.9349371,-75.15310279,"(39.9349371, -75.15310279)"
31148,201003000000,1300 BLOCK SOUTH ST,06/11/2010 12:00:00 AM,2010,3,1800,12,615,39.9433933,-75.16344781,"(39.9433933, -75.16344781)"
32893,201003000000,1100 BLOCK S 9TH ST,06/17/2010 12:00:00 AM,2010,3,300,17,615,39.9353099,-75.1586539,"(39.9353099, -75.1586539)"
32977,201003000000,1800 BLOCK S 5TH ST,06/18/2010 12:00:00 AM,2010,3,300,22,615,39.9253304,-75.15443291,"(39.9253304, -75.15443291)"
33105,201003000000,1200 BLOCK SOUTH ST,06/11/2010 12:00:00 AM,2010,3,400,13,615,39.9432519,-75.16216874,"(39.9432519, -75.16216874)"
33192,201003000000,1000 BLOCK SO 3RD ST,06/18/2010 12:00:00 AM,2010,3,450,18,615,39.9347361,-75.14907919,"(39.9347361, -75.14907919)"
33432,201003000000,1300 BLOCK S 7TH ST,06/18/2010 12:00:00 AM,2010,3,200,14,615,39.9326419,-75.15604441,"(39.9326419, -75.15604441)"
33898,201003000000,1300 BLOCK BAINBRIDGE ST,06/21/2010 12:00:00 AM,2010,3,200,13,615,39.9425196,-75.16355242,"(39.9425196, -75.16355242)"
33911,201003000000,S 4TH ST  / OREGON AV,06/21/2010 12:00:00 AM,2010,3,100,14,625,39.9146696,-75.15505392,"(39.9146696, -75.15505392)"
34376,201003000000,200 BLOCK MONTROSE ST,06/23/2010 12:00:00 AM,2010,3,900,14,615,39.935683,-75.14832944,"(39.935683, -75.14832944)"
34483,201003000000,400 BLOCK WASHINGTON AVE,06/23/2010 12:00:00 AM,2010,3,75,20,625,39.9343002,-75.15080827,"(39.9343002, -75.15080827)"
34986,201003000000,1200 BLOCK S 8TH ST,06/25/2010 12:00:00 AM,2010,3,200,14,615,39.9334205,-75.15744166,"(39.9334205, -75.15744166)"
35045,201003000000,1100 BLOCK S BROAD ST,06/25/2010 12:00:00 AM,2010,3,100,18,625,39.9371263,-75.1668615,"(39.9371263, -75.1668615)"
36102,201003000000,1300 BLOCK S BROAD ST,06/28/2010 12:00:00 AM,2010,3,250,16,615,39.9339589,-75.16755268,"(39.9339589, -75.16755268)"
36792,201003000000,1300 BLOCK ELLSWORTH ST,06/29/2010 12:00:00 AM,2010,3,100,0,625,39.9363789,-75.16489207,"(39.9363789, -75.16489207)"
36895,201003000000,900 BLOCK CATHRINE  ST,07/02/2010 12:00:00 AM,2010,3,45,12,635,39.9397483,-75.15769975,"(39.9397483, -75.15769975)"
37947,201003000000,1200 BLOCK S 11TH ST,07/06/2010 12:00:00 AM,2010,3,150,13,625,39.9339438,-75.16213073,"(39.9339438, -75.16213073)"
38115,201003000000,1300 BLOCK S BROAD ST,07/07/2010 12:00:00 AM,2010,3,200,4,615,39.9339342,-75.16755362,"(39.9339342, -75.16755362)"
38370,201003000000,S 8TH ST / WASHINGTON AV,07/05/2010 12:00:00 AM,2010,3,160,8,625,39.9359481,-75.15688146,"(39.9359481, -75.15688146)"
38372,201003000000,600 BLOCK KENILWORTH ST,07/07/2010 12:00:00 AM,2010,3,1065,9,615,39.9408603,-75.15319755,"(39.9408603, -75.15319755)"
38918,201003000000,1300 BLOCK S BROAD ST,07/08/2010 12:00:00 AM,2010,3,250,15,615,39.9338629,-75.16755633,"(39.9338629, -75.16755633)"
39267,201003000000,1100 BLOCK ELLSWORTH ST,07/09/2010 12:00:00 AM,2010,3,1000,19,615,39.9358923,-75.16194951,"(39.9358923, -75.16194951)"
39375,201003000000,800 BLOCK BAINBRIDGE ST,07/10/2010 12:00:00 AM,2010,3,100,10,625,39.9415314,-75.15566941,"(39.9415314, -75.15566941)"
39831,201003000000,900 BLOCK SOUTH ST,07/13/2010 12:00:00 AM,2010,3,300,10,615,39.9426245,-75.1571262,"(39.9426245, -75.1571262)"
40391,201003000000,400 BLOCK RITNER ST,07/16/2010 12:00:00 AM,2010,3,1200,12,615,39.9186455,-75.15490214,"(39.9186455, -75.15490214)"
40480,201003000000,1200 BLOCK BAINBRIDGE ST,07/16/2010 12:00:00 AM,2010,3,250,18,615,39.942333,-75.16209669,"(39.942333, -75.16209669)"
40797,201003000000,1300 BLOCK SNYDER AVE,07/17/2010 12:00:00 AM,2010,3,100,22,625,39.9242802,-75.16874078,"(39.9242802, -75.16874078)"
41484,201003000000,1800 BLOCK S 12TH ST,07/20/2010 12:00:00 AM,2010,3,120,19,625,39.9275489,-75.1652279,"(39.9275489, -75.1652279)"
42700,201003000000,1800 BLOCK S 9TH ST,07/25/2010 12:00:00 AM,2010,3,60,8,625,39.9260987,-75.16071724,"(39.9260987, -75.16071724)"
43160,201003000000,S 9TH ST  / CHRISTIAN ST,07/25/2010 12:00:00 AM,2010,3,150,4,625,39.9389906,-75.15783568,"(39.9389906, -75.15783568)"
43992,201003000000,1500 BLOCK S 9TH ST,07/30/2010 12:00:00 AM,2010,3,400,1,615,39.9297438,-75.1599006,"(39.9297438, -75.1599006)"
46858,201003000000,2600 BLOCK S 9TH ST,08/08/2010 12:00:00 AM,2010,3,100,19,625,39.9165636,-75.16279234,"(39.9165636, -75.16279234)"
47742,201003000000,300 BLOCK LOMBARD ST,08/11/2010 12:00:00 AM,2010,3,449,7,615,39.9425111,-75.14799668,"(39.9425111, -75.14799668)"
48064,201003000000,2700 BLOCK S FAIRHILL ST,08/12/2010 12:00:00 AM,2010,3,147,6,625,39.9145374,-75.15819742,"(39.9145374, -75.15819742)"
48194,201003000000,2600 BLOCK S CAMAC ST,08/13/2010 12:00:00 AM,2010,3,150,17,625,39.9176303,-75.16795897,"(39.9176303, -75.16795897)"
48513,201003000000,600 BLOCK S CHRISTOPHER COLUMBUS BLVD,08/14/2010 12:00:00 AM,2010,3,200,18,615,39.9403691,-75.14244155,"(39.9403691, -75.14244155)"
49392,201003000000,1300 BLOCK MOORE ST,08/17/2010 12:00:00 AM,2010,3,200,3,615,39.9278353,-75.1672146,"(39.9278353, -75.1672146)"
50930,201003000000,S 4TH ST / DICKINSON ST,08/23/2010 12:00:00 AM,2010,3,300,15,615,39.9295643,-75.15184551,"(39.9295643, -75.15184551)"
51224,201003000000,300 BLOCK CHRISTIAN,08/24/2010 12:00:00 AM,2010,3,400,18,615,39.9364912,-75.14872662,"(39.9364912, -75.14872662)"
52607,201003000000,1100 BLOCK S 9TH ST,08/29/2010 12:00:00 AM,2010,3,0,3,615,39.934662,-75.15878562,"(39.934662, -75.15878562)"
52745,201003000000,S 13TH ST  / WASHINGTON AV,08/29/2010 12:00:00 AM,2010,3,800,20,615,39.9376135,-75.16459537,"(39.9376135, -75.16459537)"
52842,201003000000,500 BLOCK TITAN ST,08/29/2010 12:00:00 AM,2010,3,225,10,615,39.9327068,-75.15333071,"(39.9327068, -75.15333071)"
52903,201003000000,S 2ND ST  / OREGON AV,08/30/2010 12:00:00 AM,2010,3,100,16,625,39.914231,-75.15157556,"(39.914231, -75.15157556)"
52929,201003000000,700 BLOCK SOUTH ST,08/30/2010 12:00:00 AM,2010,3,500,18,615,39.9422388,-75.15403685,"(39.9422388, -75.15403685)"
53000,201003000000,300 BLOCK SEARS ST,08/30/2010 12:00:00 AM,2010,3,400,22,615,39.9314195,-75.14984823,"(39.9314195, -75.14984823)"
53946,201003000000,300 BLOCK DALY ST,09/03/2010 12:00:00 AM,2010,3,340,10,615,39.9200898,-75.15270697,"(39.9200898, -75.15270697)"
54003,201003000000,1000 BLOCK SOUTH ST,09/03/2010 12:00:00 AM,2010,3,300,16,615,39.9428045,-75.15865354,"(39.9428045, -75.15865354)"
54407,201003000000,600 BLOCK S 3RD ST,09/04/2010 12:00:00 AM,2010,3,69,21,625,39.9412584,-75.1476165,"(39.9412584, -75.1476165)"
55062,201003000000,600 BLOCK DICKINSON ST,09/07/2010 12:00:00 AM,2010,3,180,11,625,39.9299874,-75.15500419,"(39.9299874, -75.15500419)"
55412,201003000000,500 BLOCK MORRIS ST,09/08/2010 12:00:00 AM,2010,3,150,15,625,39.927349,-75.15407046,"(39.927349, -75.15407046)"
55469,201003000000,2700 BLOCK S ALDER ST,09/08/2010 12:00:00 AM,2010,3,100,18,625,39.9158884,-75.16524326,"(39.9158884, -75.16524326)"
56088,201003000000,1700 BLOCK S 12TH ST,08/27/2010 12:00:00 AM,2010,3,130,15,625,39.9284778,-75.16501422,"(39.9284778, -75.16501422)"
57400,201003000000,700 BLOCK REED ST,09/15/2010 12:00:00 AM,2010,3,1800,12,615,39.9314986,-75.15697987,"(39.9314986, -75.15697987)"
57903,201003000000,1400 BLOCK S DARIEN ST,09/16/2010 12:00:00 AM,2010,3,600,14,615,39.9316572,-75.15865047,"(39.9316572, -75.15865047)"
58235,201003000000,1400 BLOCK S 7TH ST,09/18/2010 12:00:00 AM,2010,3,300,15,615,39.9307805,-75.1564365,"(39.9307805, -75.1564365)"
58244,201003000000,2200 BLOCK S DELEWARE  AVE,09/18/2010 12:00:00 AM,2010,3,400,16,615,0,0,"(0, 0)"
58482,201003000000,2600 BLOCK S FRANKLIN ST,09/19/2010 12:00:00 AM,2010,3,150,11,625,39.9164487,-75.16062113,"(39.9164487, -75.16062113)"
58562,201003000000,S 2ND ST / LOMBARD ST,09/19/2010 12:00:00 AM,2010,3,500,19,615,39.9421513,-75.14533453,"(39.9421513, -75.14533453)"
58747,201003000000,800 BLOCK SNYDER AV,09/20/2010 12:00:00 AM,2010,3,200,16,615,39.9230864,-75.15976192,"(39.9230864, -75.15976192)"
58757,201003000000,300 BLOCK OREGON AV,09/20/2010 12:00:00 AM,2010,3,160,16,625,39.9143879,-75.15292481,"(39.9143879, -75.15292481)"
58767,201003000000,1000 BLOCK LOMBARD ST,09/20/2010 12:00:00 AM,2010,3,300,17,615,39.9438185,-75.15843647,"(39.9438185, -75.15843647)"
59029,201003000000,1200 BLOCK S 2ND ST,09/21/2010 12:00:00 AM,2010,3,100,19,625,39.9325128,-75.14755895,"(39.9325128, -75.14755895)"
59237,201003000000,1600 BLOCK S FRANKLIN ST,09/22/2010 12:00:00 AM,2010,3,350,13,615,39.9291016,-75.1578561,"(39.9291016, -75.1578561)"
59770,201003000000,1400 BLOCK S 10TH ST,09/24/2010 12:00:00 AM,2010,3,400,13,615,39.9319271,-75.16099462,"(39.9319271, -75.16099462)"
59928,201003000000,900 BLOCK CARPENTER ST,09/25/2010 12:00:00 AM,2010,3,500,23,615,39.9377552,-75.15870336,"(39.9377552, -75.15870336)"
60522,201003000000,1000 BLOCK MOLLBORE TER,09/27/2010 12:00:00 AM,2010,3,200,10,615,39.9152285,-75.16569633,"(39.9152285, -75.16569633)"
60712,201003000000,1700 BLOCK S 6TH ST,09/28/2010 12:00:00 AM,2010,3,30,11,635,39.9272739,-75.15560718,"(39.9272739, -75.15560718)"
60966,201003000000,900 BLOCK SOUTH ST,09/29/2010 12:00:00 AM,2010,3,700,14,615,39.9426772,-75.15751666,"(39.9426772, -75.15751666)"
62506,201003000000,900 BLOCK SOUTH ST,10/06/2010 12:00:00 AM,2010,3,700,20,615,39.9426772,-75.15751666,"(39.9426772, -75.15751666)"
64301,201003000000,500 BLOCK S 2ND ST,10/12/2010 12:00:00 AM,2010,3,600,19,615,39.9420096,-75.14562539,"(39.9420096, -75.14562539)"
64667,201003000000,500 BLOCK S 10TH ST,10/14/2010 12:00:00 AM,2010,3,950,11,615,39.9438158,-75.15843658,"(39.9438158, -75.15843658)"
64763,201003000000,900 BLOCK SOUTH ST,10/09/2010 12:00:00 AM,2010,3,200,21,615,39.9426414,-75.15726827,"(39.9426414, -75.15726827)"
65194,201003000000,700 BLOCK SAINT ALBANS ST,10/16/2010 12:00:00 AM,2010,3,250,16,615,39.9397849,-75.15470143,"(39.9397849, -75.15470143)"
65436,201003000000,900 BLOCK KIMBALL ST,10/17/2010 12:00:00 AM,2010,3,450,15,615,39.9370842,-75.15830083,"(39.9370842, -75.15830083)"
65461,201003000000,200 BLOCK GREENWICH ST,10/17/2010 12:00:00 AM,2010,3,175,16,625,39.9283249,-75.14853974,"(39.9283249, -75.14853974)"
65656,201003000000,1300 BLOCK S 8TH ST,10/18/2010 12:00:00 AM,2010,3,1000,14,615,39.9328447,-75.15760632,"(39.9328447, -75.15760632)"
67601,201003000000,0 BLOCK MIFFLIN ST,10/25/2010 12:00:00 AM,2010,3,200,16,615,39.9235733,-75.14440561,"(39.9235733, -75.14440561)"
67603,201003000000,1000 BLOCK S 9TH ST,10/25/2010 12:00:00 AM,2010,3,100,16,625,39.9375922,-75.15817443,"(39.9375922, -75.15817443)"
67944,201003000000,2200 BLOCK S CHRISTOPHER COLUMBUS BLVD,10/26/2010 12:00:00 AM,2010,3,100,19,625,39.9191862,-75.14036507,"(39.9191862, -75.14036507)"
68170,201003000000,S 9TH ST  / CHRISTIAN ST,10/25/2010 12:00:00 AM,2010,3,200,16,615,39.9389906,-75.15783568,"(39.9389906, -75.15783568)"
68470,201003000000,1000 BLOCK CHRISTIAN ST,10/28/2010 12:00:00 AM,2010,3,1500,16,615,39.9392065,-75.15961131,"(39.9392065, -75.15961131)"
68810,201003000000,1300 BLOCK WHARTON ST,10/16/2010 12:00:00 AM,2010,3,600,18,615,39.9338896,-75.16545052,"(39.9338896, -75.16545052)"
69133,201003000000,1000 BLOCK SOUTH ST,10/30/2010 12:00:00 AM,2010,3,150,14,625,39.9428045,-75.15865354,"(39.9428045, -75.15865354)"
69733,201003000000,700 BLOCK S PERCY ST,10/29/2010 12:00:00 AM,2010,3,1000,17,615,39.9405532,-75.15795447,"(39.9405532, -75.15795447)"
69885,201003000000,1700 BLOCK S 7TH ST,11/02/2010 12:00:00 AM,2010,3,100,12,625,39.9277558,-75.15712265,"(39.9277558, -75.15712265)"
70194,201003000000,900 BLOCK WASHINGTON AVE,11/03/2010 12:00:00 AM,2010,3,3500,13,615,39.9364094,-75.1585763,"(39.9364094, -75.1585763)"
70411,201003000000,1100 BLOCK S 11TH ST,11/04/2010 12:00:00 AM,2010,3,150,1,625,39.9358538,-75.16170125,"(39.9358538, -75.16170125)"
70684,201003000000,700 BLOCK CARPENTER ST,11/04/2010 12:00:00 AM,2010,3,1400,14,615,39.9369658,-75.15573666,"(39.9369658, -75.15573666)"
71216,201003000000,800 BLOCK ELLSWORTH ST,11/07/2010 12:00:00 AM,2010,3,800,13,615,39.9350271,-75.15780847,"(39.9350271, -75.15780847)"
71300,201003000000,300 BLOCK KAUFFMAN ST,11/07/2010 12:00:00 AM,2010,3,500,19,615,39.9377176,-75.14903644,"(39.9377176, -75.14903644)"
71451,201003000000,1900 BLOCK S CAMAC ST,11/08/2010 12:00:00 AM,2010,3,50,14,625,39.9262365,-75.16609822,"(39.9262365, -75.16609822)"
71771,201003000000,2400 BLOCK S 10TH ST,11/09/2010 12:00:00 AM,2010,3,400,20,615,39.9192529,-75.16379566,"(39.9192529, -75.16379566)"
30652,201326000000,2400 BLOCK E HUNTINGDON ST,06/17/2013 12:00:00 AM,2013,26,1000,0,615,39.9801129,-75.11978576,"(39.9801129, -75.11978576)"
30930,201326000000,KENSINGTON AV  / E LEHIGH AV,06/20/2013 12:00:00 AM,2013,26,400,2,615,0,0,"(0, 0)"
31006,201326000000,2300 BLOCK E NORRIS ST,06/20/2013 12:00:00 AM,2013,26,150,15,625,39.9779971,-75.12952866,"(39.9779971, -75.12952866)"
31328,201326000000,200 BLOCK CECIL B MOORE AV,06/13/2013 12:00:00 AM,2013,26,1500,9,615,39.976241,-75.1390313,"(39.976241, -75.1390313)"
31352,201326000000, 1001 N DELAWARE AVE,06/12/2013 12:00:00 AM,2013,26,800,11,615,39.9644622,-75.13428345,"(39.9644622, -75.13428345)"
4067,201335000000,100 BLOCK W WELLENS ST,01/18/2013 12:00:00 AM,2013,35,160,7,625,40.0301,-75.12325473,"(40.0301, -75.12325473)"
8356,201335000000,200 BLOCK W OLNEY AV,02/07/2013 12:00:00 AM,2013,35,150,16,625,40.0357335,-75.12545008,"(40.0357335, -75.12545008)"
28724,201335000000,5300 BLOCK N 5TH ST,04/21/2013 12:00:00 AM,2013,35,250,9,615,40.0325867,-75.13141826,"(40.0325867, -75.13141826)"
33615,201335000000,N 9TH ST / LINDLEY AV,05/08/2013 12:00:00 AM,2013,35,250,18,615,40.0295423,-75.13805249,"(40.0295423, -75.13805249)"
41122,201335000000,5400 BLOCK N WATER ST,06/02/2013 12:00:00 AM,2013,35,50,15,625,40.0322298,-75.12115388,"(40.0322298, -75.12115388)"
42678,201335000000,W CHAMPLOST AV  / OGONTZ AV,06/08/2013 12:00:00 AM,2013,35,100,8,625,0,0,"(0, 0)"
45475,201335000000,4600 BLOCK N 12TH ST,06/17/2013 12:00:00 AM,2013,35,120,21,625,40.0227335,-75.14450943,"(40.0227335, -75.14450943)"
24993,201339000000,4200 BLOCK HENRY AVE,04/15/2013 12:00:00 AM,2013,39,320,19,615,40.0213606,-75.19339258,"(40.0213606, -75.19339258)"
25346,201339000000,4700 BLOCK PULASKI AV,04/17/2013 12:00:00 AM,2013,39,80,20,625,40.0223822,-75.16630909,"(40.0223822, -75.16630909)"
25687,201339000000,3400 BLOCK AINSLIE ST,04/18/2013 12:00:00 AM,2013,39,200,9,615,40.0134632,-75.1883645,"(40.0134632, -75.1883645)"
25794,201339000000,4200 BLOCK HENRY AV,04/15/2013 12:00:00 AM,2013,39,160,17,625,40.0213606,-75.19339258,"(40.0213606, -75.19339258)"
27869,201339000000,3700 BLOCK N BROAD ST,04/27/2013 12:00:00 AM,2013,39,200,17,615,40.0093178,-75.15131412,"(40.0093178, -75.15131412)"
37932,201339000000,5500 BLOCK WISSAHICKON AV,05/01/2013 12:00:00 AM,2013,39,1875,14,615,40.0259666,-75.18192598,"(40.0259666, -75.18192598)"
50653,201303000000,S 08TH ST / PIERCE ST,08/15/2013 12:00:00 AM,2013,3,135,0,625,39.9271783,-75.15883275,"(39.9271783, -75.15883275)"
42264,201306000000,N 09TH ST / MARKET ST,08/15/2013 12:00:00 AM,2013,6,120,16,625,39.9513341,-75.15516143,"(39.9513341, -75.15516143)"
42349,201306000000,200 BLOCK S 12TH ST,08/15/2013 12:00:00 AM,2013,6,2000,23,615,39.9481597,-75.16075581,"(39.9481597, -75.16075581)"
32783,201309000000,1600 BLOCK SPRING GARDEN ST,08/14/2013 12:00:00 AM,2013,9,700,12,615,39.9627658,-75.16474149,"(39.9627658, -75.16474149)"
32826,201309000000,1600 BLOCK MOUNT VERNON ST,08/15/2013 12:00:00 AM,2013,9,1150,17,615,39.9648844,-75.16452844,"(39.9648844, -75.16452844)"
